ID,Name,Repository,Stars,LOC,Stars_Group
561,datafu,https://github.com/apache/datafu.git,85,68400,1.0
562,servicecomb-toolkit,https://github.com/apache/servicecomb-toolkit.git,454,68600,1.0
563,incubator-myriad,https://github.com/apache/incubator-myriad.git,154,68700,1.0
564,velocity-tools,https://github.com/apache/velocity-tools.git,35,72200,1.0
565,commons-configuration,https://github.com/apache/commons-configuration.git,138,72300,1.0
566,directory-mavibot,https://github.com/apache/directory-mavibot.git,12,72800,1.0
567,myfaces-trinidad-maven,https://github.com/apache/myfaces-trinidad-maven.git,2,73100,1.0
568,karaf-cellar,https://github.com/apache/karaf-cellar.git,41,73200,1.0
569,ignite-teamcity-bot,https://github.com/apache/ignite-teamcity-bot.git,8,73800,1.0
570,commons-beanutils,https://github.com/apache/commons-beanutils.git,205,73800,1.0
571,calcite-avatica,https://github.com/apache/calcite-avatica.git,149,75000,1.0
572,incubator-retired-htrace,https://github.com/apache/incubator-retired-htrace.git,102,75800,1.0
573,shardingsphere-elasticjob-cloud,https://github.com/apache/shardingsphere-elasticjob-cloud.git,247,76000,1.0
574,nifi-minifi,https://github.com/apache/nifi-minifi.git,111,76100,1.0
575,camel-kamelets,https://github.com/apache/camel-kamelets.git,19,76600,1.0
576,netbeans-jackpot30,https://github.com/apache/netbeans-jackpot30.git,4,77000,1.0
577,servicecomb-pack,https://github.com/apache/servicecomb-pack.git,1900,77200,1.0
578,incubator-streampipes-extensions,https://github.com/apache/incubator-streampipes-extensions.git,23,79300,1.0
579,ignite-extensions,https://github.com/apache/ignite-extensions.git,21,79600,1.0
580,xmlgraphics-commons,https://github.com/apache/xmlgraphics-commons.git,14,79700,1.0
581,kalumet,https://github.com/apache/kalumet.git,6,80600,1.0
582,commons-numbers,https://github.com/apache/commons-numbers.git,45,81800,1.0
583,hama,https://github.com/apache/hama.git,130,84500,1.0
584,flink-statefun,https://github.com/apache/flink-statefun.git,319,85400,1.0
585,velocity-engine,https://github.com/apache/velocity-engine.git,245,87900,1.0
586,commons-digester,https://github.com/apache/commons-digester.git,42,89300,1.0
587,hcatalog,https://github.com/apache/hcatalog.git,60,90000,1.0
588,commons-vfs,https://github.com/apache/commons-vfs.git,154,90000,1.0
589,commons-jelly,https://github.com/apache/commons-jelly.git,11,90700,1.0
590,shardingsphere-elasticjob,https://github.com/apache/shardingsphere-elasticjob.git,7400,91500,1.0
591,ambari-metrics,https://github.com/apache/ambari-metrics.git,23,92500,1.0
592,incubator-tajo,https://github.com/apache/incubator-tajo.git,23,92500,1.0
593,commons-io,https://github.com/apache/commons-io.git,822,92600,1.0
594,mina-vysper,https://github.com/apache/mina-vysper.git,11,93600,1.0
595,incubator-retired-edgent,https://github.com/apache/incubator-retired-edgent.git,204,93900,1.0
596,incubator-taverna-engine,https://github.com/apache/incubator-taverna-engine.git,16,94000,1.0
597,sling-org-apache-sling-scripting-jsp,https://github.com/apache/sling-org-apache-sling-scripting-jsp.git,1,94300,1.0
598,ddlutils,https://github.com/apache/ddlutils.git,20,95700,1.0
599,logging-log4j-audit,https://github.com/apache/logging-log4j-audit.git,20,95700,1.0
600,geronimo-xbean,https://github.com/apache/geronimo-xbean.git,8,99700,1.0
601,ratis,https://github.com/apache/ratis.git,610,101000,1.0
602,sanselan,https://github.com/apache/sanselan.git,34,101100,1.0
603,incubator-nemo,https://github.com/apache/incubator-nemo.git,90,101500,1.0
604,sling-whiteboard,https://github.com/apache/sling-whiteboard.git,34,102500,1.0
605,curator,https://github.com/apache/curator.git,2700,103100,1.0
606,cxf-fediz,https://github.com/apache/cxf-fediz.git,18,103800,1.0
607,harmony-jdktools,https://github.com/apache/harmony-jdktools.git,4,104000,1.0
608,phoenix-tephra,https://github.com/apache/phoenix-tephra.git,28,105600,1.0
609,servicemix-bundles,https://github.com/apache/servicemix-bundles.git,41,108700,1.0
610,qpid-proton-j,https://github.com/apache/qpid-proton-j.git,28,108700,1.0
611,incubator-streampipes,https://github.com/apache/incubator-streampipes.git,279,109100,1.0
612,tuscany-sdo,https://github.com/apache/tuscany-sdo.git,6,112100,1.0
613,datasketches-java,https://github.com/apache/datasketches-java.git,745,113300,1.0
614,empire-db,https://github.com/apache/empire-db.git,28,113300,1.0
615,james-mime4j,https://github.com/apache/james-mime4j.git,38,114600,1.0
616,camel-k-examples,https://github.com/apache/camel-k-examples.git,38,114600,1.0
617,jackrabbit-filevault,https://github.com/apache/jackrabbit-filevault.git,37,114900,1.0
618,commons-imaging,https://github.com/apache/commons-imaging.git,286,117100,1.0
619,flex-blazeds,https://github.com/apache/flex-blazeds.git,44,117100,1.0
620,roller,https://github.com/apache/roller.git,104,118600,1.0
621,abdera,https://github.com/apache/abdera.git,16,122900,1.0
622,incubator-retired-pirk,https://github.com/apache/incubator-retired-pirk.git,58,123200,1.0
623,incubator-taverna-workbench,https://github.com/apache/incubator-taverna-workbench.git,5,123500,1.0
624,httpcomponents-client,https://github.com/apache/httpcomponents-client.git,1100,124300,1.0
625,log4j,https://github.com/apache/log4j.git,805,127700,1.0
626,crunch,https://github.com/apache/crunch.git,101,127800,1.0
627,gora,https://github.com/apache/gora.git,102,129900,1.0
628,uima-async-scaleout,https://github.com/apache/uima-async-scaleout.git,1,130199,1.0
629,activemq-openwire,https://github.com/apache/activemq-openwire.git,5,130199,1.0
630,uima-as_old,https://github.com/apache/uima-as_old.git,10,130300,1.0
631,dubbo-samples,https://github.com/apache/dubbo-samples.git,1600,132300,1.0
632,aries-journaled-events,https://github.com/apache/aries-journaled-events.git,2,132400,0.0
633,turbine-core,https://github.com/apache/turbine-core.git,3,134500,1.0
634,johnzon,https://github.com/apache/johnzon.git,38,135400,1.0
635,lenya,https://github.com/apache/lenya.git,17,135700,1.0
636,httpcomponents-core,https://github.com/apache/httpcomponents-core.git,269,137000,1.0
637,metamodel,https://github.com/apache/metamodel.git,147,137700,1.0
638,commons-collections,https://github.com/apache/commons-collections.git,527,137800,1.0
639,apex-core,https://github.com/apache/apex-core.git,347,140900,1.0
640,commons-geometry,https://github.com/apache/commons-geometry.git,25,143000,1.0
641,commons-compress,https://github.com/apache/commons-compress.git,207,143500,1.0
642,servicemix3,https://github.com/apache/servicemix3.git,3,143700,1.0
643,qpid-jms-amqp-0-x,https://github.com/apache/qpid-jms-amqp-0-x.git,2,146600,1.0
644,directory-fortress-core,https://github.com/apache/directory-fortress-core.git,36,149500,1.0
645,incubator-milagro-java,https://github.com/apache/incubator-milagro-java.git,3,152100,1.0
646,incubator-hivemall,https://github.com/apache/incubator-hivemall.git,296,152600,1.0
647,sqoop,https://github.com/apache/sqoop.git,869,153100,1.0
648,wookie,https://github.com/apache/wookie.git,5,158600,1.0
649,commons-bcel,https://github.com/apache/commons-bcel.git,165,161400,1.0
650,nifi-registry,https://github.com/apache/nifi-registry.git,104,161900,1.0
651,incubator-taverna-language,https://github.com/apache/incubator-taverna-language.git,22,162100,1.0
652,directory-scimple,https://github.com/apache/directory-scimple.git,22,162100,1.0
653,submarine,https://github.com/apache/submarine.git,527,163500,1.0
654,commons-jcs,https://github.com/apache/commons-jcs.git,80,163500,1.0
655,activemq-apollo,https://github.com/apache/activemq-apollo.git,145,165700,1.0
656,parquet-mr,https://github.com/apache/parquet-mr.git,1400,168700,1.0
657,streams,https://github.com/apache/streams.git,70,169200,1.0
658,openwebbeans,https://github.com/apache/openwebbeans.git,51,170800,1.0
659,qpid-jms,https://github.com/apache/qpid-jms.git,59,171300,1.0
660,rave,https://github.com/apache/rave.git,15,172600,1.0
661,vxquery,https://github.com/apache/vxquery.git,19,177100,1.0
662,flume,https://github.com/apache/flume.git,2200,178100,1.0
663,openmeetings,https://github.com/apache/openmeetings.git,518,179200,1.0
664,deltaspike,https://github.com/apache/deltaspike.git,135,180900,1.0
665,chukwa,https://github.com/apache/chukwa.git,80,181100,1.0
666,rocketmq,https://github.com/apache/rocketmq.git,16100,184200,1.0
667,incubator-wayang,https://github.com/apache/incubator-wayang.git,32,185000,1.0
668,joshua,https://github.com/apache/joshua.git,95,185400,1.0
669,commons-lang,https://github.com/apache/commons-lang.git,2200,187900,1.0
670,incubator-weex-playground,https://github.com/apache/incubator-weex-playground.git,42,190400,1.0
671,click,https://github.com/apache/click.git,8,195700,1.0
672,incubator-shenyu,https://github.com/apache/incubator-shenyu.git,5600,196600,1.0
673,ws-wss4j,https://github.com/apache/ws-wss4j.git,10,196700,1.0
674,hadoop-hdfs,https://github.com/apache/hadoop-hdfs.git,162,201300,1.0
675,incubator-sentry,https://github.com/apache/incubator-sentry.git,36,203000,1.0
676,incubator-tez,https://github.com/apache/incubator-tez.git,59,204300,1.0
677,santuario-xml-security-java,https://github.com/apache/santuario-xml-security-java.git,16,208500,1.0
678,guacamole-client,https://github.com/apache/guacamole-client.git,911,210300,1.0
679,maven,https://github.com/apache/maven.git,2900,210600,1.0
680,continuum,https://github.com/apache/continuum.git,7,210900,1.0
681,turbine-fulcrum,https://github.com/apache/turbine-fulcrum.git,2,212200,1.0
682,tapestry3,https://github.com/apache/tapestry3.git,4,215400,1.0
683,uima-ruta,https://github.com/apache/uima-ruta.git,10,216000,1.0
684,skywalking,https://github.com/apache/skywalking.git,18300,216600,1.0
685,incubator-atlas,https://github.com/apache/incubator-atlas.git,95,217800,1.0
686,distributedlog,https://github.com/apache/distributedlog.git,172,217900,1.0
687,pivot,https://github.com/apache/pivot.git,28,226900,1.0
688,aurora,https://github.com/apache/aurora.git,625,227800,1.0
689,directory-kerby,https://github.com/apache/directory-kerby.git,92,229100,1.0
690,juneau,https://github.com/apache/juneau.git,68,229200,1.0
691,geronimo-devtools,https://github.com/apache/geronimo-devtools.git,4,231600,1.0
692,wink,https://github.com/apache/wink.git,20,232100,1.0
693,qpid-protonj2,https://github.com/apache/qpid-protonj2.git,8,232300,1.0
694,incubator-datalab,https://github.com/apache/incubator-datalab.git,96,235700,1.0
695,sling-samples,https://github.com/apache/sling-samples.git,27,249500,1.0
696,freemarker,https://github.com/apache/freemarker.git,710,250300,1.0
697,incubator-retired-slider,https://github.com/apache/incubator-retired-slider.git,79,255100,1.0
698,skywalking-java,https://github.com/apache/skywalking-java.git,146,264500,1.0
699,opennlp,https://github.com/apache/opennlp.git,1100,279400,1.0
700,karaf,https://github.com/apache/karaf.git,570,283900,1.0
701,samza,https://github.com/apache/samza.git,709,285300,1.0
702,polygene-java,https://github.com/apache/polygene-java.git,89,287100,1.0
703,servicemix4-bundles,https://github.com/apache/servicemix4-bundles.git,18,289100,1.0
704,falcon,https://github.com/apache/falcon.git,97,289200,1.0
705,zookeeper,https://github.com/apache/zookeeper.git,10000,289500,1.0
706,rocketmq-dashboard,https://github.com/apache/rocketmq-dashboard.git,159,290400,1.0
707,olingo-odata2,https://github.com/apache/olingo-odata2.git,34,293800,1.0
708,oodt,https://github.com/apache/oodt.git,55,307000,1.0
709,shindig,https://github.com/apache/shindig.git,67,307500,1.0
710,servicecomb-java-chassis,https://github.com/apache/servicecomb-java-chassis.git,1700,315700,1.0
711,avro,https://github.com/apache/avro.git,2000,319800,1.0
712,etch,https://github.com/apache/etch.git,17,322400,1.0
713,dolphinscheduler,https://github.com/apache/dolphinscheduler.git,6900,325800,1.0
714,hudi,https://github.com/apache/hudi.git,2600,327800,1.0
715,rocketmq-streams,https://github.com/apache/rocketmq-streams.git,65,330100,1.0
716,geronimo-specs,https://github.com/apache/geronimo-specs.git,18,330800,1.0
717,olingo-odata4,https://github.com/apache/olingo-odata4.git,116,337900,1.0
718,knox,https://github.com/apache/knox.git,128,339700,1.0
719,db-jdo,https://github.com/apache/db-jdo.git,7,346900,1.0
720,ignite-3,https://github.com/apache/ignite-3.git,43,347200,1.0
721,santuario-java,https://github.com/apache/santuario-java.git,24,349700,1.0
722,helix,https://github.com/apache/helix.git,352,354100,1.0
723,oozie,https://github.com/apache/oozie.git,627,354500,1.0
724,reef,https://github.com/apache/reef.git,96,354500,1.0
725,dubbo,https://github.com/apache/dubbo.git,36600,359800,1.0
726,camel-spring-boot,https://github.com/apache/camel-spring-boot.git,76,360200,1.0
727,archiva,https://github.com/apache/archiva.git,292,361200,1.0
728,ofbiz-plugins,https://github.com/apache/ofbiz-plugins.git,95,365800,1.0
729,aries,https://github.com/apache/aries.git,97,368000,1.0
730,incubator-inlong,https://github.com/apache/incubator-inlong.git,454,369400,1.0
731,accumulo-proxy,https://github.com/apache/accumulo-proxy.git,6,377800,1.0
732,camel-quarkus,https://github.com/apache/camel-quarkus.git,154,380400,1.0
733,geronimo-yoko,https://github.com/apache/geronimo-yoko.git,2,385400,0.0
734,xmlbeans,https://github.com/apache/xmlbeans.git,39,392200,1.0
735,xalan-j,https://github.com/apache/xalan-j.git,24,398900,1.0
736,incubator-retired-wave,https://github.com/apache/incubator-retired-wave.git,186,404000,1.0
737,ant-ivy,https://github.com/apache/ant-ivy.git,51,411600,1.0
738,syncope,https://github.com/apache/syncope.git,158,413800,1.0
739,incubator-heron,https://github.com/apache/incubator-heron.git,3600,413900,1.0
740,uima-addons,https://github.com/apache/uima-addons.git,10,419400,1.0
741,hadoop-mapreduce,https://github.com/apache/hadoop-mapreduce.git,97,419500,1.0
742,jspwiki,https://github.com/apache/jspwiki.git,79,429700,1.0
743,commons-math,https://github.com/apache/commons-math.git,427,433100,1.0
744,eagle,https://github.com/apache/eagle.git,411,433400,1.0
745,logging-log4j2,https://github.com/apache/logging-log4j2.git,1700,437000,1.0
746,usergrid,https://github.com/apache/usergrid.git,999,437200,1.0
747,tez,https://github.com/apache/tez.git,344,439500,1.0
748,tajo,https://github.com/apache/tajo.git,131,457000,1.0
749,axis-axis1-java,https://github.com/apache/axis-axis1-java.git,3,466700,1.0
750,uima-ducc,https://github.com/apache/uima-ducc.git,9,476800,1.0
751,jmeter,https://github.com/apache/jmeter.git,5700,477100,1.0
752,mahout,https://github.com/apache/mahout.git,2000,477300,1.0
753,zeppelin,https://github.com/apache/zeppelin.git,5500,477400,1.0
754,gobblin,https://github.com/apache/gobblin.git,2000,486000,1.0
755,apex-malhar,https://github.com/apache/apex-malhar.git,131,491900,1.0
756,incubator-retired-blur,https://github.com/apache/incubator-retired-blur.git,33,492500,1.0
757,rya,https://github.com/apache/rya.git,103,496800,1.0
758,atlas,https://github.com/apache/atlas.git,1100,500600,1.0
759,directory-ldap-api,https://github.com/apache/directory-ldap-api.git,24,509600,1.0
760,iotdb,https://github.com/apache/iotdb.git,1700,511700,1.0
761,brooklyn-server,https://github.com/apache/brooklyn-server.git,34,515700,1.0
762,wicket,https://github.com/apache/wicket.git,592,515799,1.0
763,tomcat55,https://github.com/apache/tomcat55.git,8,522700,1.0
764,xmlgraphics-batik,https://github.com/apache/xmlgraphics-batik.git,137,524300,1.0
765,plc4x,https://github.com/apache/plc4x.git,433,532100,1.0
766,directory-studio,https://github.com/apache/directory-studio.git,81,535500,1.0
767,ode,https://github.com/apache/ode.git,43,542300,1.0
768,manifoldcf,https://github.com/apache/manifoldcf.git,68,543900,1.0
769,bookkeeper,https://github.com/apache/bookkeeper.git,1400,544900,1.0
770,maven-plugins,https://github.com/apache/maven-plugins.git,241,551600,1.0
771,pdfbox,https://github.com/apache/pdfbox.git,1600,557500,1.0
772,camel-kafka-connector,https://github.com/apache/camel-kafka-connector.git,95,562400,1.0
773,phoenix,https://github.com/apache/phoenix.git,910,566200,1.0
774,ozone,https://github.com/apache/ozone.git,438,574800,1.0
775,portals-pluto,https://github.com/apache/portals-pluto.git,25,575000,1.0
776,tuscany-sca-2.x,https://github.com/apache/tuscany-sca-2.x.git,24,581700,1.0
777,metron,https://github.com/apache/metron.git,831,588100,1.0
778,incubator-linkis,https://github.com/apache/incubator-linkis.git,2300,591300,1.0
779,qpid-broker-j,https://github.com/apache/qpid-broker-j.git,45,594700,1.0
780,pig,https://github.com/apache/pig.git,640,624100,1.0
781,jackrabbit,https://github.com/apache/jackrabbit.git,281,660200,1.0
782,calcite,https://github.com/apache/calcite.git,2800,665400,1.0
783,odftoolkit,https://github.com/apache/odftoolkit.git,37,676600,1.0
784,axis-axis2-java-core,https://github.com/apache/axis-axis2-java-core.git,7,682500,1.0
785,xmlgraphics-fop,https://github.com/apache/xmlgraphics-fop.git,134,692100,1.0
786,groovy,https://github.com/apache/groovy.git,4400,693100,1.0
787,geronimo,https://github.com/apache/geronimo.git,33,708500,1.0
788,tomcat80,https://github.com/apache/tomcat80.git,116,711300,1.0
789,sis,https://github.com/apache/sis.git,79,742700,1.0
790,incubator-retired-openaz,https://github.com/apache/incubator-retired-openaz.git,16,772100,1.0
791,tapestry-5,https://github.com/apache/tapestry-5.git,91,792100,1.0
792,tomcat,https://github.com/apache/tomcat.git,5700,824600,1.0
793,openjpa,https://github.com/apache/openjpa.git,96,850500,1.0
794,accumulo,https://github.com/apache/accumulo.git,895,854600,1.0
795,incubator-sedona,https://github.com/apache/incubator-sedona.git,1000,868600,1.0
796,shardingsphere,https://github.com/apache/shardingsphere.git,15000,895700,1.0
797,ranger,https://github.com/apache/ranger.git,558,913100,1.0
798,juddi,https://github.com/apache/juddi.git,15,913800,1.0
799,uima-uimaj,https://github.com/apache/uima-uimaj.git,46,937300,1.0
800,activemq,https://github.com/apache/activemq.git,2000,947900,1.0
801,kafka,https://github.com/apache/kafka.git,20600,949900,1.0
802,jackrabbit-oak,https://github.com/apache/jackrabbit-oak.git,335,955300,1.0
803,felix-dev,https://github.com/apache/felix-dev.git,66,967300,1.0
804,incubator-doris,https://github.com/apache/incubator-doris.git,3600,1000000,1.0
805,commons-rng,https://github.com/apache/commons-rng.git,32,1000000,1.0
806,james-project,https://github.com/apache/james-project.git,554,1100000,1.0
807,pinot,https://github.com/apache/pinot.git,3700,1100000,1.0
808,cassandra,https://github.com/apache/cassandra.git,7000,1100000,1.0
809,tinkerpop,https://github.com/apache/tinkerpop.git,1400,1100000,1.0
810,incubator-ambari,https://github.com/apache/incubator-ambari.git,5,1200000,0.0
811,drill,https://github.com/apache/drill.git,1600,1200000,1.0
812,directory-server,https://github.com/apache/directory-server.git,89,1200000,1.0
813,lucene,https://github.com/apache/lucene.git,602,1300000,1.0
814,ofbiz,https://github.com/apache/ofbiz.git,731,1300000,0.0
815,tomee,https://github.com/apache/tomee.git,377,1300000,1.0
816,kylin,https://github.com/apache/kylin.git,3200,1300000,1.0
817,ofbiz-framework,https://github.com/apache/ofbiz-framework.git,403,1300000,1.0
818,incubator-hop,https://github.com/apache/incubator-hop.git,173,1300000,1.0
819,activemq-artemis,https://github.com/apache/activemq-artemis.git,762,1300000,1.0
820,cxf,https://github.com/apache/cxf.git,742,1400000,1.0
821,hbase,https://github.com/apache/hbase.git,4300,1400000,1.0
822,druid,https://github.com/apache/druid.git,11400,1400000,1.0
823,solr,https://github.com/apache/solr.git,269,1600000,1.0
824,nifi,https://github.com/apache/nifi.git,2900,1700000,1.0
825,stratos,https://github.com/apache/stratos.git,153,1700000,1.0
826,derby,https://github.com/apache/derby.git,265,1800000,1.0
827,asterixdb-hyracks,https://github.com/apache/asterixdb-hyracks.git,16,1900000,1.0
828,harmony-classlib,https://github.com/apache/harmony-classlib.git,5,1900000,1.0
829,geode,https://github.com/apache/geode.git,2000,2300000,1.0
830,cloudstack,https://github.com/apache/cloudstack.git,1100,2500000,1.0
831,harmony,https://github.com/apache/harmony.git,69,2500000,1.0
832,pulsar,https://github.com/apache/pulsar.git,10100,2500000,1.0
833,ambari,https://github.com/apache/ambari.git,1600,2600000,1.0
834,iceberg,https://github.com/apache/iceberg.git,2200,3200000,1.0
835,ignite,https://github.com/apache/ignite.git,4000,3200000,1.0
836,camel,https://github.com/apache/camel.git,4000,3300000,1.0
837,flink,https://github.com/apache/flink.git,17700,3300000,1.0
838,systemds,https://github.com/apache/systemds.git,883,3400000,1.0
839,tika,https://github.com/apache/tika.git,1300,3500000,1.0
840,ctakes,https://github.com/apache/ctakes.git,80,3500000,1.0
841,myfaces-trinidad,https://github.com/apache/myfaces-trinidad.git,3,3700000,1.0
842,hadoop,https://github.com/apache/hadoop.git,12200,4700000,1.0
843,hive,https://github.com/apache/hive.git,4000,6200000,1.0
844,incubator-tuweni,https://github.com/apache/incubator-tuweni.git,127,8000000,1.0
845,netbeans,https://github.com/apache/netbeans.git,1700,22000000,1.0
