Name,Repository,Stars,LOC
fineract-cn-data-jpa,https://github.com/apache/fineract-cn-data-jpa.git,2,1.8*1000
samza-beam-examples,https://github.com/apache/samza-beam-examples.git,6,1.9*1000
flex-blazeds,https://github.com/apache/flex-blazeds.git,44,117.1*1000
crunch,https://github.com/apache/crunch.git,101,127.8*1000
fineract-cn-rhythm,https://github.com/apache/fineract-cn-rhythm.git,2,5.9*1000
fineract-cn-template,https://github.com/apache/fineract-cn-template.git,7,2.5*1000
fineract-cn-crypto,https://github.com/apache/fineract-cn-crypto.git,3,2.1*1000
nifi-minifi,https://github.com/apache/nifi-minifi.git,111,76.1*1000
geode-kafka-connector,https://github.com/apache/geode-kafka-connector.git,4,5.6*1000
fineract-cn-office,https://github.com/apache/fineract-cn-office.git,4,7.5*1000
fineract-cn-api,https://github.com/apache/fineract-cn-api.git,4,2.5*1000
fineract-cn-reporting,https://github.com/apache/fineract-cn-reporting.git,5,6.3*1000
fineract-cn-payroll,https://github.com/apache/fineract-cn-payroll.git,7,5.2*1000
rya,https://github.com/apache/rya.git,103,496.8*1000
mina-vysper,https://github.com/apache/mina-vysper.git,11,93.6*1000
derby,https://github.com/apache/derby.git,265,1.8*1000000
axis-axis1-java,https://github.com/apache/axis-axis1-java.git,3,466.7*1000
usergrid,https://github.com/apache/usergrid.git,999,437.2*1000
accumulo-classloaders,https://github.com/apache/accumulo-classloaders.git,2,5.5*1000
ambari-metrics,https://github.com/apache/ambari-metrics.git,23,92.5*1000
ambari-infra,https://github.com/apache/ambari-infra.git,8,31.0*1000
abdera,https://github.com/apache/abdera.git,16,122.9*1000
karaf-winegrower,https://github.com/apache/karaf-winegrower.git,13,15.6*1000
streams,https://github.com/apache/streams.git,70,169.2*1000
fineract-cn-interoperation,https://github.com/apache/fineract-cn-interoperation.git,2,6.1*1000
juneau-petstore,https://github.com/apache/juneau-petstore.git,9,34.8*1000
fluo-examples,https://github.com/apache/fluo-examples.git,2,14.3*1000
fluo-recipes,https://github.com/apache/fluo-recipes.git,9,13.5*1000
accumulo-maven-plugin,https://github.com/apache/accumulo-maven-plugin.git,5,2.8*1000
accumulo-instamo-archetype,https://github.com/apache/accumulo-instamo-archetype.git,3,940
joshua,https://github.com/apache/joshua.git,95,185.4*1000
openwebbeans-peeco,https://github.com/apache/openwebbeans-peeco.git,1,2.4*1000
eagle,https://github.com/apache/eagle.git,411,433.4*1000
dolphinscheduler-maven-plugin,https://github.com/apache/dolphinscheduler-maven-plugin.git,7,2.7*1000
shardingsphere-acceptance-test,https://github.com/apache/shardingsphere-acceptance-test.git,4,31.7*1000
shardingsphere-example,https://github.com/apache/shardingsphere-example.git,908,12.8*1000
metron,https://github.com/apache/metron.git,831,588.1*1000
logging-log4j-audit,https://github.com/apache/logging-log4j-audit.git,20,95.7*1000
shardingsphere-elasticjob-cloud,https://github.com/apache/shardingsphere-elasticjob-cloud.git,247,76.0*1000
incubator-retired-tamaya-extensions,https://github.com/apache/incubator-retired-tamaya-extensions.git,2,57.8*1000
oltu,https://github.com/apache/oltu.git,159,30.1*1000
fineract-cn-teller,https://github.com/apache/fineract-cn-teller.git,3,10.9*1000
shardingsphere-elasticjob-example,https://github.com/apache/shardingsphere-elasticjob-example.git,193,1.8*1000
opennlp-addons,https://github.com/apache/opennlp-addons.git,10,9.4*1000
santuario-java,https://github.com/apache/santuario-java.git,24,349.7*1000
fineract-cn-notifications,https://github.com/apache/fineract-cn-notifications.git,4,17.0*1000
fineract-cn-portfolio,https://github.com/apache/fineract-cn-portfolio.git,6,35.5*1000
fineract-cn-group,https://github.com/apache/fineract-cn-group.git,3,7.3*1000
tajo,https://github.com/apache/tajo.git,131,457.0*1000
fineract-cn-permitted-feign-client,https://github.com/apache/fineract-cn-permitted-feign-client.git,2,2.9*1000
geronimo-gshell,https://github.com/apache/geronimo-gshell.git,2,64.1*1000
fineract-cn-identity,https://github.com/apache/fineract-cn-identity.git,6,13.9*1000
fineract-cn-service-starter,https://github.com/apache/fineract-cn-service-starter.git,2,2.1*1000
geronimo-safeguard,https://github.com/apache/geronimo-safeguard.git,5,4.2*1000
incubator-taverna-common-activities,https://github.com/apache/incubator-taverna-common-activities.git,11,38.7*1000
fineract-cn-default-setup,https://github.com/apache/fineract-cn-default-setup.git,2,1.2*1000
fineract-cn-demo-server,https://github.com/apache/fineract-cn-demo-server.git,20,4.1*1000
ofbiz,https://github.com/apache/ofbiz.git,731,1.3*1000000
fineract-cn-async,https://github.com/apache/fineract-cn-async.git,2,1.1*1000
fineract-cn-cassandra,https://github.com/apache/fineract-cn-cassandra.git,2,2.2*1000
fineract-cn-test,https://github.com/apache/fineract-cn-test.git,3,2.9*1000
fineract-cn-lang,https://github.com/apache/fineract-cn-lang.git,3,3.8*1000
axis-axis2-java-transports,https://github.com/apache/axis-axis2-java-transports.git,1,6.9*1000
axis-axis2-java-sandesha,https://github.com/apache/axis-axis2-java-sandesha.git,1,54.0*1000
axis-axis2-java-kandula,https://github.com/apache/axis-axis2-java-kandula.git,1,13.2*1000
uima-as_old,https://github.com/apache/uima-as_old.git,10,130.3*1000
any23-server,https://github.com/apache/any23-server.git,3,6.5*1000
incubator-sdap-ningester,https://github.com/apache/incubator-sdap-ningester.git,4,6.1*1000
twill,https://github.com/apache/twill.git,66,43.5*1000
incubator-taverna-language,https://github.com/apache/incubator-taverna-language.git,22,162.1*1000
incubator-taverna-plugin-gis,https://github.com/apache/incubator-taverna-plugin-gis.git,3,3.0*1000
incubator-taverna-osgi,https://github.com/apache/incubator-taverna-osgi.git,2,9.8*1000
incubator-taverna-server,https://github.com/apache/incubator-taverna-server.git,4,62.0*1000
incubator-taverna-workbench-common-activities,https://github.com/apache/incubator-taverna-workbench-common-activities.git,3,22.5*1000
incubator-taverna-workbench,https://github.com/apache/incubator-taverna-workbench.git,5,123.5*1000
incubator-taverna-commandline,https://github.com/apache/incubator-taverna-commandline.git,4,10.0*1000
incubator-taverna-engine,https://github.com/apache/incubator-taverna-engine.git,16,94.0*1000
incubator-taverna-mobile,https://github.com/apache/incubator-taverna-mobile.git,14,15.8*1000
aries-journaled-events,https://github.com/apache/aries-journaled-events.git,2,132.4*1000
incubator-atlas,https://github.com/apache/incubator-atlas.git,95,217.8*1000
incubator-samoa,https://github.com/apache/incubator-samoa.git,238,60.9*1000
aurora,https://github.com/apache/aurora.git,625,227.8*1000
servicemix,https://github.com/apache/servicemix.git,137,33.3*1000
servicemix4-bundles,https://github.com/apache/servicemix4-bundles.git,18,289.1*1000
incubator-sdap-mudrod,https://github.com/apache/incubator-sdap-mudrod.git,11,25.6*1000
hama,https://github.com/apache/hama.git,130,84.5*1000
incubator-optiq-linq4j,https://github.com/apache/incubator-optiq-linq4j.git,3,33.3*1000
incubator-optiq-csv,https://github.com/apache/incubator-optiq-csv.git,2,3.2*1000
geronimo-genesis,https://github.com/apache/geronimo-genesis.git,2,2.1*1000
asterixdb-hyracks,https://github.com/apache/asterixdb-hyracks.git,16,1.9*1000000
mina-asyncweb,https://github.com/apache/mina-asyncweb.git,2,28.7*1000
incubator-twill,https://github.com/apache/incubator-twill.git,2,39.5*1000
tuscany-sdo,https://github.com/apache/tuscany-sdo.git,6,112.1*1000
tapestry3,https://github.com/apache/tapestry3.git,4,215.4*1000
ant-ivyde,https://github.com/apache/ant-ivyde.git,9,44.0*1000
ode,https://github.com/apache/ode.git,43,542.3*1000
incubator-retired-tamaya-sandbox,https://github.com/apache/incubator-retired-tamaya-sandbox.git,2,28.9*1000
rocketmq-ons,https://github.com/apache/rocketmq-ons.git,20,8.6*1000
any23-plugins,https://github.com/apache/any23-plugins.git,1,8.0*1000
ctakes,https://github.com/apache/ctakes.git,80,3.5*1000000
apex-malhar,https://github.com/apache/apex-malhar.git,131,491.9*1000
incubator-batchee,https://github.com/apache/incubator-batchee.git,13,65.3*1000
maven-plugins,https://github.com/apache/maven-plugins.git,241,551.6*1000
incubator-retired-tamaya,https://github.com/apache/incubator-retired-tamaya.git,44,33.6*1000
uima-ducc,https://github.com/apache/uima-ducc.git,9,476.8*1000
distributedlog,https://github.com/apache/distributedlog.git,172,217.9*1000
incubator-retired-edgent,https://github.com/apache/incubator-retired-edgent.git,204,93.9*1000
incubator-myriad,https://github.com/apache/incubator-myriad.git,154,68.7*1000
hadoop-mapreduce,https://github.com/apache/hadoop-mapreduce.git,97,419.5*1000
dubbo-sentinel-support,https://github.com/apache/dubbo-sentinel-support.git,52,1.4*1000
geronimo,https://github.com/apache/geronimo.git,33,708.5*1000
servicemix4-kernel,https://github.com/apache/servicemix4-kernel.git,4,34.8*1000
servicemix3,https://github.com/apache/servicemix3.git,3,143.7*1000
uima-addons,https://github.com/apache/uima-addons.git,10,419.4*1000
directmemory,https://github.com/apache/directmemory.git,52,44.9*1000
servicemix-utils,https://github.com/apache/servicemix-utils.git,3,20.0*1000
shindig,https://github.com/apache/shindig.git,67,307.5*1000
servicemix4-nmr,https://github.com/apache/servicemix4-nmr.git,4,46.2*1000
manifoldcf-integration-solr-3.x,https://github.com/apache/manifoldcf-integration-solr-3.x.git,1,2.4*1000
incubator-sentry,https://github.com/apache/incubator-sentry.git,36,203.0*1000
servicemix4-features,https://github.com/apache/servicemix4-features.git,14,44.2*1000
continuum,https://github.com/apache/continuum.git,7,210.9*1000
jackrabbit-ocm,https://github.com/apache/jackrabbit-ocm.git,2,41.3*1000
pivot,https://github.com/apache/pivot.git,28,226.9*1000
metamodel-membrane,https://github.com/apache/metamodel-membrane.git,16,6.3*1000
xalan-j,https://github.com/apache/xalan-j.git,24,398.9*1000
maven-repository-plugin,https://github.com/apache/maven-repository-plugin.git,1,5.3*1000
cordova-amazon-fireos,https://github.com/apache/cordova-amazon-fireos.git,20,58.8*1000
wookie,https://github.com/apache/wookie.git,5,158.6*1000
chukwa,https://github.com/apache/chukwa.git,80,181.1*1000
jclouds-examples,https://github.com/apache/jclouds-examples.git,15,17.3*1000
polygene-java,https://github.com/apache/polygene-java.git,89,287.1*1000
predictionio-template-java-ecom-recommender,https://github.com/apache/predictionio-template-java-ecom-recommender.git,37,1.7*1000
activemq-apollo,https://github.com/apache/activemq-apollo.git,145,165.7*1000
rampart,https://github.com/apache/rampart.git,2,66.6*1000
falcon,https://github.com/apache/falcon.git,97,289.2*1000
logging-log4j-audit-sample,https://github.com/apache/logging-log4j-audit-sample.git,6,2.2*1000
sling-org-apache-sling-bnd-plugins,https://github.com/apache/sling-org-apache-sling-bnd-plugins.git,1,574
sling-org-apache-sling-feature-applicationbuilder,https://github.com/apache/sling-org-apache-sling-feature-applicationbuilder.git,1,788
juddi-scout,https://github.com/apache/juddi-scout.git,2,58.0*1000
vxquery,https://github.com/apache/vxquery.git,19,177.1*1000
ant-easyant-core,https://github.com/apache/ant-easyant-core.git,3,32.4*1000
ftpserver,https://github.com/apache/ftpserver.git,70,45.8*1000
stratos,https://github.com/apache/stratos.git,153,1.7*1000000
incubator-retired-slider,https://github.com/apache/incubator-retired-slider.git,79,255.1*1000
manifoldcf-integration-elasticsearch,https://github.com/apache/manifoldcf-integration-elasticsearch.git,1,1.9*1000
incubator-retired-htrace,https://github.com/apache/incubator-retired-htrace.git,102,75.8*1000
streams-examples,https://github.com/apache/streams-examples.git,5,10.3*1000
myfaces-trinidad-maven,https://github.com/apache/myfaces-trinidad-maven.git,2,73.1*1000
incubator-retired-wave,https://github.com/apache/incubator-retired-wave.git,186,404.0*1000
incubator-retired-blur,https://github.com/apache/incubator-retired-blur.git,33,492.5*1000
mrunit,https://github.com/apache/mrunit.git,37,18.5*1000
lenya,https://github.com/apache/lenya.git,17,135.7*1000
hadoop-hdfs,https://github.com/apache/hadoop-hdfs.git,162,201.3*1000
rave,https://github.com/apache/rave.git,15,172.6*1000
wink,https://github.com/apache/wink.git,20,232.1*1000
incubator-retired-s4,https://github.com/apache/incubator-retired-s4.git,40,23.5*1000
click,https://github.com/apache/click.git,8,195.7*1000
incubator-retired-gossip,https://github.com/apache/incubator-retired-gossip.git,236,14.7*1000
dubbo-rpc-jsonrpc,https://github.com/apache/dubbo-rpc-jsonrpc.git,186,1.0*1000
tomcat80,https://github.com/apache/tomcat80.git,116,711.3*1000
predictionio-sdk-java,https://github.com/apache/predictionio-sdk-java.git,108,2.7*1000
whirr,https://github.com/apache/whirr.git,96,50.8*1000
harmony,https://github.com/apache/harmony.git,69,2.5*1000000
hcatalog,https://github.com/apache/hcatalog.git,60,90.0*1000
incubator-tez,https://github.com/apache/incubator-tez.git,59,204.3*1000
incubator-retired-pirk,https://github.com/apache/incubator-retired-pirk.git,58,123.2*1000
odftoolkit,https://github.com/apache/odftoolkit.git,37,676.6*1000
sanselan,https://github.com/apache/sanselan.git,34,101.1*1000
incubator-retired-horn,https://github.com/apache/incubator-retired-horn.git,29,10.2*1000
tuscany-sca-2.x,https://github.com/apache/tuscany-sca-2.x.git,24,581.7*1000
incubator-tajo,https://github.com/apache/incubator-tajo.git,23,92.5*1000
ddlutils,https://github.com/apache/ddlutils.git,20,95.7*1000
activemq-protobuf,https://github.com/apache/activemq-protobuf.git,18,12.6*1000
incubator-retired-mrql,https://github.com/apache/incubator-retired-mrql.git,17,38.4*1000
etch,https://github.com/apache/etch.git,17,322.4*1000
incubator-retired-openaz,https://github.com/apache/incubator-retired-openaz.git,16,772.1*1000
incubator-retired-edgent-samples,https://github.com/apache/incubator-retired-edgent-samples.git,15,15.0*1000
log4j-extras,https://github.com/apache/log4j-extras.git,15,36.9*1000
usergrid-android,https://github.com/apache/usergrid-android.git,10,5.3*1000
chainsaw,https://github.com/apache/chainsaw.git,10,48.8*1000
cayenne-modeler,https://github.com/apache/cayenne-modeler.git,9,11.9*1000
usergrid-java,https://github.com/apache/usergrid-java.git,9,6.0*1000
incubator-retired-wave-android,https://github.com/apache/incubator-retired-wave-android.git,9,9.4*1000
karaf-boot,https://github.com/apache/karaf-boot.git,8,3.3*1000
tomcat55,https://github.com/apache/tomcat55.git,8,522.7*1000
skywalking-oal-tool,https://github.com/apache/skywalking-oal-tool.git,8,5.3*1000
servicemix4-specs,https://github.com/apache/servicemix4-specs.git,8,34.6*1000
karaf-eik,https://github.com/apache/karaf-eik.git,6,66.2*1000
uima-sandbox,https://github.com/apache/uima-sandbox.git,6,57.0*1000
karaf-webconsole,https://github.com/apache/karaf-webconsole.git,6,40.4*1000
kalumet,https://github.com/apache/kalumet.git,6,80.6*1000
harmony-classlib,https://github.com/apache/harmony-classlib.git,5,1.9*1000000
incubator-retired-provisionr,https://github.com/apache/incubator-retired-provisionr.git,5,26.9*1000
log4j-zeroconf,https://github.com/apache/log4j-zeroconf.git,5,2.0*1000
incubator-ambari,https://github.com/apache/incubator-ambari.git,5,1.2*1000000
activemq-activeio,https://github.com/apache/activemq-activeio.git,5,9.9*1000
geronimo-devtools,https://github.com/apache/geronimo-devtools.git,4,231.6*1000
harmony-jdktools,https://github.com/apache/harmony-jdktools.git,4,104.0*1000
jsecurity,https://github.com/apache/jsecurity.git,4,254
kandula,https://github.com/apache/kandula.git,4,13.2*1000
logging-log4j-boot,https://github.com/apache/logging-log4j-boots.git,4,2.5*1000
incubator-milagro-java,https://github.com/apache/incubator-milagro-java.git,3,152.1*1000
ant-easyant-plugins,https://github.com/apache/ant-easyant-plugins.git,3,10.7*1000
ant-easyant-tasks,https://github.com/apache/ant-easyant-tasks.git,3,3.1*1000
river-container,https://github.com/apache/river-container.git,3,26.6*1000
usergrid-qakka,https://github.com/apache/usergrid-qakka.git,2,4.6*1000
openwhisk-sample-matos,https://github.com/apache/openwhisk-sample-matos.git,2,2.4*1000
dubbo-serializtion-gson,https://github.com/apache/dubbo-serialization-gson.git,2,918
ant-easyant-buildtypes,https://github.com/apache/ant-easyant-buildtypes.git,2,2.3*1000
geronimo-yoko,https://github.com/apache/geronimo-yoko.git,2,385.4*1000
nuvem,https://github.com/apache/nuvem.git,2,20.3*1000
clerezza-rdf-core,https://github.com/apache/clerezza-rdf-core.git,2,7.4*1000
manifoldcf-integration-solr-7.x,https://github.com/apache/manifoldcf-integration-solr-7.x.git,2,2.5*1000
manifoldcf-integration-elasticsearch-5.5,https://github.com/apache/manifoldcf-integration-elasticsearch-5.5.git,1,1.9*1000
manifoldcf-integration-solr-6.x,https://github.com/apache/manifoldcf-integration-solr-6.x.git,1,2.5*1000
karaf-reactive-components,https://github.com/apache/karaf-reactive-components.git,1,3.8*1000
sandesha,https://github.com/apache/sandesha.git,1,54.0*1000
commons-signing,https://github.com/apache/commons-signing.git,1,991
